CD8-T,Other immune,DC / Mono,CD3-T,B,NK,Kreatin-positive tumor,Tumor,CD4-T,Mesenchymal-like,Macrophages,Endothelial,Tregs,Unidentified,DC,Mono / Neu,Neutrophils,site_ID,patient_ID
51,11,1,4,0,0,135,10,1,0,22,0,0,0,0,23,37,1989,20
23,7,2,7,0,0,225,2,3,0,9,0,0,0,0,14,25,1990,20
11,5,2,3,0,0,227,1,2,0,5,0,0,1,0,13,38,1991,20
19,0,1,2,1,0,209,0,4,0,7,0,0,0,0,8,3,1992,20
4,3,1,1,0,0,137,1,1,0,23,0,0,0,0,6,82,1993,20
12,6,2,3,0,0,171,2,1,0,11,0,0,1,0,17,53,1994,20
17,6,2,3,2,0,106,10,1,0,27,0,0,0,0,25,76,1995,20
22,0,0,3,0,0,241,0,1,0,1,0,0,0,0,3,1,1996,20
26,1,0,5,1,0,186,5,1,1,12,0,0,0,0,19,2,1997,20
10,5,2,3,0,0,164,2,1,0,9,0,2,1,0,15,59,1998,20
24,1,1,3,2,0,178,7,0,5,5,2,0,0,0,16,0,1999,20
8,5,2,3,0,0,180,3,1,0,9,0,2,1,0,15,50,2000,20
0,3,0,0,0,0,259,0,0,2,23,2,0,0,0,5,0,2001,21
0,0,0,0,0,0,392,0,0,0,4,0,0,0,0,1,9,2002,21
0,4,0,0,0,0,249,1,0,2,8,0,0,0,0,2,10,2003,21
4,5,0,0,0,0,225,0,0,10,7,2,0,0,0,3,14,2004,21
0,1,0,0,0,0,313,0,0,0,6,0,0,0,0,0,0,2005,21
0,1,0,0,0,1,242,1,0,0,0,0,0,0,0,1,1,2006,21
0,2,0,0,0,0,263,2,0,0,2,0,0,0,0,1,7,2007,21
1,10,1,1,0,1,166,0,8,26,31,1,2,1,0,5,11,2008,21
0,0,1,0,0,1,341,0,1,0,15,0,0,0,0,5,16,2009,21
1,5,1,0,0,1,285,1,4,9,25,0,0,0,0,4,13,2010,21
0,0,0,0,0,0,323,0,1,1,4,0,0,0,0,1,0,2011,21
2,2,0,0,0,0,263,1,0,5,13,0,0,0,0,4,22,2012,21
4,2,0,0,0,0,259,0,0,3,7,0,0,0,0,2,15,2013,21
0,1,0,0,0,0,280,0,0,2,13,0,0,0,0,7,2,2014,21
0,0,1,0,0,0,347,0,1,0,13,0,0,0,0,4,8,2015,21
3,2,0,0,0,0,244,0,0,5,4,0,0,0,0,2,17,2016,21
0,5,0,0,0,0,292,0,0,0,17,0,0,0,0,1,5,2017,21
0,4,0,0,0,0,301,1,0,0,12,0,0,0,0,1,5,2018,21
0,1,0,0,0,2,359,0,0,1,9,0,0,0,0,2,7,2019,21
0,2,0,1,0,0,212,1,0,0,2,0,0,0,0,3,2,2020,21
2,9,1,0,0,1,202,1,4,15,42,0,0,1,0,5,8,2021,21
0,0,0,0,0,2,353,0,0,2,6,1,0,0,0,0,1,2022,21
0,2,0,1,0,1,230,1,0,0,2,0,0,0,0,2,3,2023,21
1,0,1,0,0,1,355,1,1,1,8,0,0,0,0,3,26,2024,21
0,3,0,0,0,0,240,1,0,2,7,0,0,0,2,3,19,2025,21
0,3,0,0,0,1,245,1,0,0,1,0,0,0,0,2,3,2026,21
0,0,0,0,0,0,322,0,0,0,5,0,0,0,0,0,0,2027,21
0,2,0,0,0,0,299,0,1,6,4,0,0,0,0,2,0,2028,21
0,0,0,0,0,1,239,0,0,6,6,5,0,0,0,1,0,2029,21
1,0,1,0,0,1,327,0,1,0,17,0,0,0,0,5,23,2030,21
0,6,0,0,0,0,261,2,0,2,9,0,0,0,0,4,9,2031,21
0,1,0,0,0,0,317,0,0,0,5,0,0,0,0,1,0,2032,21
0,1,0,0,0,4,246,0,1,6,6,0,1,0,0,2,1,2033,21
0,0,0,0,0,0,238,0,0,6,3,5,0,0,0,0,0,2034,21
2,0,1,0,0,1,356,1,0,1,9,0,0,0,0,4,24,2035,21
0,0,0,0,0,0,298,0,1,3,5,0,0,0,0,2,0,2036,21
0,3,0,1,0,0,211,1,0,0,4,0,0,0,0,4,5,2037,21
0,1,0,0,0,4,268,0,1,2,6,0,1,0,0,2,0,2038,21
0,1,0,0,0,0,259,0,0,4,18,2,0,0,0,7,0,2039,21
3,2,0,0,0,0,256,0,0,1,5,0,0,0,0,1,17,2040,21
0,1,0,0,0,0,276,0,0,3,12,0,0,0,0,7,2,2041,21
1,12,1,1,0,1,155,1,5,18,44,1,0,2,0,6,7,2042,21
0,1,0,0,0,0,285,0,0,0,9,0,0,0,0,2,0,2043,21
0,1,0,0,0,0,279,0,0,2,12,0,0,0,0,6,2,2044,21
4,2,0,0,0,0,258,0,0,3,7,0,0,0,0,2,15,2045,21
0,0,0,0,0,0,373,0,0,1,5,1,0,0,0,0,1,2046,21
0,1,0,0,0,1,247,1,0,0,1,0,0,0,0,1,2,2047,21
0,6,0,0,0,0,288,0,0,0,14,0,0,0,0,1,4,2048,21
0,2,0,0,0,0,240,0,0,1,28,1,0,0,0,7,0,2049,21
1,4,1,0,0,1,274,1,4,10,31,0,0,0,0,5,12,2050,21
1,0,0,0,0,0,302,1,0,4,13,0,0,0,0,3,20,2051,21
0,0,0,0,0,1,245,0,0,0,1,1,0,0,0,1,0,2052,21
0,2,0,0,0,0,263,0,0,0,8,0,0,0,0,2,11,2053,21
1,8,0,0,0,0,268,1,0,7,22,0,0,0,0,5,9,2054,21
0,3,0,0,0,0,252,3,0,2,4,0,0,0,2,2,19,2055,21
1,0,1,0,0,1,299,2,1,0,12,0,0,0,2,4,23,2056,21
0,1,0,0,0,0,236,1,0,2,8,0,0,0,0,3,9,2057,21
0,1,0,0,0,0,293,0,0,2,11,0,0,0,0,6,2,2058,21
0,4,0,0,0,0,252,1,0,2,8,0,0,0,0,2,7,2059,21
0,6,0,0,0,0,246,2,0,2,9,0,0,0,0,2,10,2060,21
0,1,0,0,0,0,346,0,0,0,6,0,0,0,0,2,1,2061,21
3,2,0,0,0,0,251,0,0,2,5,0,0,0,0,1,15,2062,21
0,2,0,0,0,0,266,0,0,0,10,0,0,0,0,1,12,2063,21
1,11,1,1,0,1,145,0,6,22,45,1,0,2,0,7,8,2064,21
2,2,0,0,0,0,268,0,0,1,7,0,0,0,0,2,15,2065,21
0,0,0,0,0,0,229,1,0,1,1,0,0,0,0,1,8,2066,21
0,0,1,0,0,1,354,0,1,0,13,0,0,0,0,5,15,2067,21
0,2,0,0,0,0,239,1,0,2,11,0,0,0,0,2,6,2068,21
1,0,1,0,0,1,311,0,1,0,14,0,0,0,0,5,24,2069,21
0,1,0,0,0,0,308,0,0,2,12,0,0,0,0,5,0,2070,21
0,0,0,0,0,1,335,0,0,2,5,1,0,0,0,0,1,2071,21
0,0,0,0,0,0,254,1,0,0,1,0,0,0,0,1,4,2072,21
0,0,0,0,0,1,243,0,0,0,1,2,0,0,0,1,0,2073,21
0,1,0,0,0,2,368,0,0,1,9,0,0,0,0,2,4,2074,21
0,0,1,0,0,1,354,0,1,0,13,0,0,0,0,4,13,2075,21
0,0,0,0,0,0,272,0,0,4,10,0,0,0,0,4,2,2076,21
0,0,0,0,0,0,357,0,0,0,5,0,0,0,0,0,4,2077,21
0,1,0,0,0,0,284,2,0,2,5,0,0,0,2,1,24,2078,21
0,1,0,0,0,0,207,1,0,10,11,6,0,0,0,4,0,2079,21
0,1,0,0,0,1,237,0,0,0,0,0,0,0,0,1,0,2080,21
1,0,1,0,0,1,307,0,1,0,14,0,0,0,0,3,21,2081,21
3,5,0,0,0,0,259,2,0,0,3,0,0,0,0,1,12,2082,21
1,0,1,0,0,1,325,0,1,0,17,0,0,0,0,5,23,2083,21
0,0,0,0,0,0,240,0,0,7,8,5,0,0,0,4,0,2084,21
1,7,1,1,0,1,242,0,7,20,21,1,0,1,0,4,14,2085,21
0,0,0,0,0,0,360,0,0,0,1,0,0,0,0,0,2,2086,21
0,0,0,0,0,1,240,1,0,0,0,0,0,0,0,2,4,2087,21
1,0,1,0,0,1,326,0,1,0,14,0,0,0,0,4,23,2088,21
0,1,0,0,0,0,296,0,0,1,11,0,0,0,0,4,0,2089,21
0,0,0,0,0,0,287,2,1,2,16,0,0,0,1,5,16,2090,21
0,2,0,1,0,0,227,1,0,0,5,0,0,0,0,4,3,2091,21
1,0,1,0,0,1,296,0,1,0,16,0,0,0,0,3,18,2092,21
0,0,0,0,0,0,299,2,0,0,6,0,0,0,2,1,22,2093,21
0,0,0,0,0,1,254,0,0,3,5,4,0,0,0,1,0,2094,21
0,1,0,0,0,0,273,0,0,4,14,0,0,0,0,7,0,2095,21
0,3,0,0,0,0,245,3,0,2,3,0,0,0,2,2,21,2096,21
0,2,0,0,0,0,267,0,0,0,10,0,0,0,0,1,12,2097,21
0,1,0,0,0,0,235,0,0,1,23,1,0,0,0,4,0,2098,21
0,5,0,0,0,0,259,2,0,2,4,0,0,0,0,2,10,2099,21
0,0,0,0,0,0,295,0,1,0,5,0,0,0,0,1,0,2100,21
0,0,0,0,0,0,127,2,0,3,4,0,0,20,0,1,0,2101,22
0,0,0,0,0,0,147,2,0,0,6,3,0,15,0,0,0,2102,22
0,0,0,0,0,0,157,1,0,1,5,0,0,11,0,0,0,2103,22
0,0,0,0,0,0,124,3,0,2,7,0,0,9,0,0,0,2104,22
0,0,0,0,0,0,168,1,0,1,9,0,0,20,0,0,0,2105,22
0,1,0,0,0,0,141,0,0,0,3,0,0,9,0,0,0,2106,22
0,0,1,0,0,0,171,1,0,6,12,1,0,6,0,0,1,2107,22
3,0,0,1,0,0,69,1,0,4,15,2,0,5,1,0,0,2108,22
1,1,0,1,0,0,46,3,0,9,11,3,0,10,1,0,0,2109,22
0,0,1,0,0,0,143,1,0,1,7,0,0,18,0,0,0,2110,22
0,0,0,0,0,0,140,0,0,3,11,0,0,7,0,0,1,2111,22
0,0,1,0,0,0,159,4,1,6,11,1,0,7,0,0,0,2112,22
0,0,1,0,0,0,144,3,1,6,16,1,0,7,0,0,0,2113,22
0,0,0,0,0,0,155,2,1,1,7,3,0,12,0,0,0,2114,22
0,0,1,0,0,0,186,1,0,1,7,0,0,7,0,0,0,2115,22
0,0,0,0,0,0,137,3,0,1,5,0,0,19,0,1,0,2116,22
0,0,1,0,0,0,172,4,0,3,9,0,0,6,0,0,0,2117,22
0,0,0,0,0,0,137,2,0,0,4,0,0,16,0,0,0,2118,22
1,1,0,0,0,0,65,0,0,10,15,2,0,5,1,0,0,2119,22
0,0,1,0,0,0,179,3,0,5,10,1,0,9,0,0,0,2120,22
0,1,0,0,0,0,162,2,0,1,6,0,0,6,0,2,0,2121,22
0,0,0,0,0,0,158,0,0,1,10,0,0,11,0,0,0,2122,22
0,1,0,0,0,0,160,2,0,1,6,0,0,8,0,1,0,2123,22
0,0,0,0,0,0,141,0,0,1,10,0,0,6,0,0,1,2124,22
0,0,0,0,0,0,138,2,0,1,9,0,0,14,0,1,0,2125,22
0,1,0,0,0,0,114,1,1,6,20,1,0,6,0,0,0,2126,22
0,0,0,1,0,0,130,2,1,2,8,0,0,7,0,0,0,2127,22
0,0,0,0,0,0,158,0,1,0,11,0,0,1,0,1,0,2128,22
0,0,0,0,0,0,173,0,0,2,9,0,0,5,0,2,0,2129,22
0,0,0,1,0,0,130,1,0,2,5,3,0,13,0,0,0,2130,22
0,0,0,0,0,0,148,1,0,1,2,0,0,15,0,0,0,2131,22
0,0,0,0,0,0,158,0,1,0,9,0,0,4,0,0,0,2132,22
0,0,0,0,0,0,132,1,0,2,8,0,0,9,0,0,0,2133,22
0,1,1,0,0,0,173,2,0,0,5,0,0,13,0,0,0,2134,22
0,0,0,0,0,0,128,2,0,1,6,0,0,17,0,1,0,2135,22
0,0,0,0,0,0,117,0,1,3,11,2,0,6,0,0,0,2136,22
0,0,1,0,0,0,172,1,0,3,11,0,0,6,0,0,1,2137,22
0,1,0,0,0,0,157,1,0,1,5,1,0,3,0,2,0,2138,22
0,0,1,0,0,0,175,2,0,1,5,0,0,9,0,0,0,2139,22
1,2,0,0,0,0,54,0,1,13,12,3,0,6,1,0,0,2140,22
0,0,0,0,0,0,152,1,0,0,6,1,0,7,0,0,0,2141,22
0,1,1,0,0,0,183,2,0,2,8,0,0,9,0,2,0,2142,22
0,2,0,1,0,0,85,0,1,7,18,1,0,3,0,0,0,2143,22
0,0,1,0,0,0,175,3,0,5,10,1,0,9,0,0,0,2144,22
0,0,0,0,0,0,109,2,0,3,4,1,0,4,0,0,0,2145,22
0,0,1,0,0,0,169,3,0,6,10,1,0,7,0,0,1,2146,22
0,0,1,0,0,0,179,4,0,3,9,0,0,9,0,0,0,2147,22
0,1,0,0,0,0,164,1,0,3,10,0,0,5,0,2,0,2148,22
0,0,0,0,0,0,128,2,0,1,6,0,0,13,0,0,0,2149,22
0,0,0,0,0,0,106,0,1,6,11,0,0,7,0,0,0,2150,22
0,0,0,0,0,0,161,1,0,1,8,0,0,21,0,1,0,2151,22
0,0,0,0,0,0,160,0,1,0,8,0,0,4,0,0,0,2152,22
0,0,1,0,0,0,186,0,0,2,10,0,0,6,0,2,0,2153,22
0,0,0,0,0,0,175,1,0,1,6,0,0,10,0,0,0,2154,22
0,0,0,0,0,0,162,3,0,0,9,0,0,7,0,0,0,2155,22
0,0,0,0,0,0,151,1,0,1,10,0,0,10,0,0,0,2156,22
0,0,0,0,0,0,186,1,0,3,9,0,0,7,0,0,0,2157,22
0,0,0,0,0,0,170,1,0,1,7,0,0,9,0,0,0,2158,22
0,1,0,0,0,0,148,1,0,0,4,0,0,16,0,0,0,2159,22
0,0,0,0,0,0,155,1,0,0,3,0,0,9,0,0,0,2160,22
0,0,0,1,0,0,143,2,1,5,10,1,0,5,0,0,0,2161,22
0,1,0,0,0,0,125,1,0,0,4,0,0,15,0,0,0,2162,22
0,0,0,0,0,0,138,1,0,3,6,0,0,6,0,0,0,2163,22
0,0,0,0,0,0,161,2,0,0,5,1,0,20,0,0,0,2164,22
0,0,0,0,0,0,176,0,0,2,12,0,0,2,0,0,1,2165,22
0,0,0,1,0,0,130,3,0,3,9,0,0,9,0,0,0,2166,22
0,0,0,0,0,0,157,3,0,0,3,2,0,17,0,0,0,2167,22
0,1,0,1,0,0,126,1,1,4,14,0,0,3,0,0,0,2168,22
0,0,0,0,0,0,152,3,0,0,9,2,0,14,0,0,0,2169,22
0,1,1,0,0,0,163,1,0,1,4,0,0,16,0,0,0,2170,22
0,1,0,1,0,0,95,1,1,7,18,1,0,6,0,0,0,2171,22
0,0,0,0,0,0,149,0,0,3,7,1,0,7,0,0,1,2172,22
0,1,0,0,0,0,169,2,0,1,6,1,0,4,0,2,0,2173,22
0,0,0,0,0,0,126,0,1,0,11,1,0,6,0,0,0,2174,22
0,0,0,0,0,0,158,0,1,0,9,0,0,6,0,0,0,2175,22
0,0,0,0,0,0,147,0,0,1,9,0,0,7,0,0,1,2176,22
0,0,1,0,0,0,161,4,1,5,13,2,0,10,0,0,0,2177,22
0,0,0,0,0,0,147,2,0,0,5,2,0,13,0,0,0,2178,22
0,0,0,1,0,0,116,2,0,3,7,1,0,15,0,0,0,2179,22
0,0,0,1,0,0,126,3,0,3,6,0,0,11,0,0,0,2180,22
0,0,0,1,0,0,117,2,0,1,6,1,0,14,0,0,0,2181,22
0,0,0,0,0,0,172,0,0,1,12,0,0,3,0,0,1,2182,22
0,0,1,0,0,0,164,2,0,1,6,0,0,14,0,0,0,2183,22
0,0,0,0,0,0,129,3,0,2,8,0,0,9,0,0,0,2184,22
0,1,0,0,0,0,170,1,0,3,9,0,0,5,0,2,0,2185,22
0,0,0,0,0,0,154,0,1,0,9,0,0,4,0,0,0,2186,22
0,1,1,0,0,0,159,1,0,0,7,0,0,16,0,0,0,2187,22
0,0,0,0,0,0,159,0,0,3,6,1,0,5,0,0,1,2188,22
0,0,0,0,0,0,160,2,0,0,9,0,0,21,0,0,0,2189,22
0,0,1,0,0,0,155,0,0,6,12,1,0,3,0,0,1,2190,22
0,0,1,0,0,0,171,1,0,6,10,0,0,6,0,0,1,2191,22
0,0,1,0,0,0,181,1,0,2,5,0,0,7,0,0,0,2192,22
0,0,0,0,0,0,133,2,0,2,3,0,0,24,0,1,0,2193,22
0,2,0,1,0,0,53,0,1,11,17,1,0,5,0,0,0,2194,22
0,0,1,0,0,0,164,4,0,4,14,1,0,12,0,0,0,2195,22
0,0,0,0,0,0,113,0,0,2,4,1,0,13,0,0,0,2196,22
0,2,0,1,0,0,110,1,1,7,14,1,0,3,0,0,0,2197,22
0,1,0,0,0,0,160,2,0,1,6,0,0,9,0,1,0,2198,22
0,0,0,0,0,0,126,2,0,2,3,0,0,24,0,1,0,2199,22
0,0,0,0,0,0,163,2,0,0,2,2,0,20,0,0,0,2200,22
0,0,2,0,0,0,217,1,0,7,15,3,0,0,0,1,1,2201,23
1,1,2,0,0,0,213,1,0,8,14,4,0,0,0,1,2,2202,23
0,0,0,0,0,0,187,0,1,2,10,1,0,0,0,2,1,2203,23
0,2,0,0,0,0,183,0,1,3,12,1,0,0,0,1,0,2204,23
1,0,2,0,0,0,211,1,0,4,26,8,0,2,0,5,0,2205,23
5,2,1,0,0,1,221,1,3,7,20,10,0,0,0,2,0,2206,23
0,1,0,0,0,0,197,0,1,2,8,0,0,0,0,0,0,2207,23
6,0,1,2,1,1,156,0,4,8,50,14,0,0,0,1,1,2208,23
0,0,1,0,0,0,213,0,0,1,13,2,0,1,0,1,0,2209,23
0,1,1,0,0,1,224,0,0,6,6,0,0,1,0,0,1,2210,23
0,5,0,0,0,0,192,0,1,8,8,3,0,0,0,1,0,2211,23
4,1,3,1,0,0,170,1,3,15,31,30,1,0,0,4,3,2212,23
12,2,2,3,1,3,157,0,5,2,58,11,1,0,0,2,0,2213,23
0,1,0,0,0,0,198,0,1,2,9,0,0,0,0,0,0,2214,23
8,0,1,2,1,1,149,0,4,8,51,14,0,0,0,1,1,2215,23
14,8,3,4,0,1,74,0,5,8,83,24,0,0,0,0,3,2216,23
2,0,2,0,0,0,228,0,1,8,20,16,1,0,0,2,3,2217,23
0,1,0,0,0,0,190,0,1,2,7,1,0,0,0,0,0,2218,23
9,0,1,2,2,1,150,0,5,7,58,20,0,0,0,1,1,2219,23
1,1,1,0,0,0,245,0,0,4,13,3,0,0,0,1,1,2220,23
5,0,1,2,2,1,159,0,5,7,50,12,0,0,0,1,1,2221,23
2,0,2,0,0,0,217,0,1,9,24,21,1,0,0,2,3,2222,23
0,1,1,0,0,0,244,1,0,3,15,0,0,0,0,1,0,2223,23
1,1,1,0,0,0,159,0,0,8,18,1,0,7,0,0,0,2224,23
0,3,0,0,0,0,204,0,1,5,8,3,0,0,0,1,0,2225,23
1,2,0,0,0,0,167,0,0,7,14,1,0,4,0,0,0,2226,23
0,0,0,1,0,0,188,0,0,4,14,1,0,0,0,1,0,2227,23
0,1,0,0,0,0,180,0,0,2,6,2,0,2,0,1,0,2228,23
1,1,0,0,0,0,216,0,0,3,13,1,0,1,0,0,0,2229,23
0,1,1,0,0,0,199,0,0,3,11,3,0,1,0,0,0,2230,23
3,0,1,1,1,1,202,0,0,1,24,5,0,0,0,0,0,2231,23
1,1,1,0,0,0,208,0,0,7,14,0,0,2,0,0,0,2232,23
0,0,0,1,0,0,199,0,0,4,12,1,0,0,0,1,0,2233,23
1,0,1,0,0,0,186,0,0,4,18,9,0,6,0,6,0,2234,23
0,0,2,0,0,0,232,0,0,7,14,4,1,1,0,1,1,2235,23
0,1,1,0,0,1,207,0,0,6,7,0,0,1,0,0,1,2236,23
13,9,4,4,1,0,83,0,3,13,75,25,1,0,0,3,2,2237,23
0,0,0,1,0,1,184,0,0,4,18,1,0,0,0,1,0,2238,23
3,0,2,2,0,0,197,1,2,9,34,22,0,2,0,7,0,2239,23
1,1,1,0,0,1,220,0,0,7,15,3,0,1,0,1,1,2240,23
0,1,1,0,0,1,182,0,0,7,15,1,0,1,0,1,0,2241,23
1,1,0,0,0,0,162,0,0,9,11,3,0,6,0,0,0,2242,23
3,0,1,2,0,0,190,1,5,10,35,19,0,3,0,7,0,2243,23
1,0,1,0,0,0,234,1,0,6,14,4,0,0,0,2,1,2244,23
1,1,1,0,0,0,175,0,0,10,11,1,0,2,0,0,0,2245,23
0,0,0,1,0,1,194,0,0,0,18,2,0,0,0,1,0,2246,23
1,1,1,0,0,0,198,0,0,7,15,2,0,2,0,0,0,2247,23
1,1,0,0,0,0,218,0,0,3,12,1,0,1,0,0,0,2248,23
0,1,0,0,0,0,201,0,0,7,16,2,0,3,0,1,0,2249,23
1,1,1,0,0,0,193,1,0,2,9,2,0,4,0,1,0,2250,23
2,0,3,0,0,0,218,0,1,7,24,19,1,2,0,2,3,2251,23
0,0,1,0,0,0,245,1,0,5,11,1,0,0,0,1,1,2252,23
1,0,3,0,0,0,197,0,0,6,18,2,0,1,0,0,1,2253,23
6,4,2,0,0,1,195,1,3,9,24,10,1,0,0,2,2,2254,23
1,0,1,1,0,0,225,0,0,2,8,2,0,1,0,0,0,2255,23
0,1,0,1,0,1,197,0,0,3,10,3,0,0,0,2,0,2256,23
1,1,2,0,0,0,176,1,0,9,22,2,0,2,0,0,1,2257,23
0,0,1,1,0,2,184,0,0,2,22,3,0,0,0,1,0,2258,23
14,6,4,2,1,2,123,1,4,19,40,15,1,0,0,2,0,2259,23
0,1,0,0,0,0,213,0,0,2,13,2,0,2,0,1,0,2260,23
1,0,1,0,0,0,205,1,0,4,19,7,0,4,0,5,0,2261,23
1,0,2,0,0,0,232,1,0,7,13,4,0,0,0,2,1,2262,23
1,0,1,0,1,2,195,0,1,9,30,2,0,0,0,1,1,2263,23
15,8,3,1,1,2,96,1,4,20,47,14,1,0,0,3,1,2264,23
0,1,0,0,0,0,204,0,0,7,15,2,0,3,0,0,0,2265,23
0,1,0,0,0,0,198,0,1,4,14,1,0,0,0,1,0,2266,23
1,1,1,0,0,0,200,0,0,8,12,1,0,2,0,0,0,2267,23
1,1,1,0,0,0,213,0,0,5,14,4,0,1,0,0,1,2268,23
1,1,1,0,0,0,230,0,0,5,15,5,0,0,0,1,1,2269,23
1,1,3,0,0,0,231,1,0,2,18,5,0,2,0,0,0,2270,23
1,0,1,0,0,0,203,0,1,1,10,0,0,1,0,0,0,2271,23
0,1,2,0,0,0,226,1,0,7,12,3,0,1,0,1,2,2272,23
1,0,3,0,0,0,173,1,2,4,29,7,0,3,0,5,0,2273,23
0,0,2,0,0,0,208,1,0,7,14,4,0,1,0,0,1,2274,23
2,0,3,0,0,0,215,0,0,5,24,19,1,2,0,6,0,2275,23
1,1,0,0,0,0,197,0,1,1,9,1,0,1,0,0,0,2276,23
0,0,1,0,0,0,244,1,0,6,10,1,0,0,0,0,0,2277,23
10,3,1,2,1,0,188,0,4,12,30,24,0,0,0,2,1,2278,23
2,0,3,0,0,0,224,0,0,7,14,9,1,0,0,2,3,2279,23
0,1,2,0,0,0,226,1,0,7,15,3,0,1,0,1,2,2280,23
2,0,2,0,0,0,228,0,1,5,16,13,1,0,0,2,3,2281,23
2,1,2,0,0,0,215,1,1,7,17,20,1,0,0,3,3,2282,23
4,1,2,4,0,0,155,1,4,15,44,30,0,0,0,8,2,2283,23
1,2,1,0,0,0,192,0,0,5,14,2,0,2,0,0,1,2284,23
12,2,2,3,2,3,136,0,6,2,55,14,1,0,0,2,1,2285,23
1,1,0,0,0,0,159,0,0,9,12,3,0,7,0,0,0,2286,23
15,7,5,4,1,2,107,1,4,20,52,16,1,0,0,4,0,2287,23
0,0,1,1,0,2,171,0,0,4,19,1,0,0,0,1,0,2288,23
1,1,0,0,0,0,163,0,0,5,13,1,0,4,0,0,0,2289,23
4,7,3,4,0,1,157,2,5,13,45,22,0,0,0,8,0,2290,23
0,1,1,1,0,0,205,0,0,2,12,2,0,1,0,0,0,2291,23
0,0,2,0,0,0,225,1,0,10,11,1,0,0,0,1,1,2292,23
18,6,3,4,1,0,95,0,5,16,64,33,1,0,0,1,2,2293,23
0,1,1,0,0,1,210,1,0,9,10,0,0,1,0,1,1,2294,23
0,1,0,0,0,0,223,0,0,7,7,0,0,1,0,1,1,2295,23
1,1,3,0,0,0,226,0,0,3,14,2,1,1,0,1,1,2296,23
0,1,1,0,0,0,212,1,0,8,10,0,0,1,0,1,1,2297,23
1,0,1,0,0,0,180,0,0,9,15,2,0,3,0,0,1,2298,23
1,1,1,0,0,0,175,0,0,8,12,1,0,2,0,0,0,2299,23
0,0,0,0,0,0,228,0,0,4,8,0,0,1,0,0,0,2300,23
0,0,0,0,0,0,241,0,0,0,0,0,0,0,0,0,0,2301,24
0,0,0,1,0,0,254,0,1,5,3,0,0,1,0,0,2,2302,24
0,0,1,0,0,0,294,0,0,0,3,0,0,0,0,0,10,2303,24
0,1,0,1,0,0,221,0,1,2,2,0,0,1,0,0,0,2304,24
0,0,0,0,0,0,269,0,0,0,1,0,1,0,0,0,0,2305,24
0,1,0,0,0,0,272,0,0,0,1,0,2,0,0,0,0,2306,24
0,0,0,0,0,0,233,0,0,0,1,0,0,0,0,0,0,2307,24
0,0,1,0,0,0,253,0,0,0,5,1,0,0,0,0,9,2308,24
0,1,0,0,0,0,239,0,0,0,4,0,2,0,0,0,0,2309,24
0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,2310,24
0,0,0,0,0,0,296,0,0,0,1,0,0,1,0,2,6,2311,24
0,0,0,0,0,0,263,0,0,0,0,0,0,0,0,0,0,2312,24
0,0,0,0,0,0,204,0,0,5,0,0,0,2,0,0,0,2313,24
0,0,0,0,0,0,257,0,0,0,1,0,0,0,0,0,0,2314,24
0,0,0,0,0,0,237,0,0,0,0,0,0,0,0,0,0,2315,24
0,1,0,0,0,0,230,0,0,0,1,0,2,0,0,0,0,2316,24
0,0,0,0,0,0,233,0,1,0,2,0,0,0,0,1,1,2317,24
0,0,1,0,0,0,253,0,0,1,6,1,0,1,0,0,11,2318,24
0,0,0,0,0,0,212,0,0,0,3,0,0,0,0,0,0,2319,24
0,1,0,1,0,0,225,0,1,2,2,0,0,1,0,0,0,2320,24
0,0,0,0,0,0,238,0,0,5,1,0,0,0,0,0,0,2321,24
0,0,1,0,0,0,251,0,0,0,4,0,0,0,0,0,6,2322,24
0,0,1,0,0,0,293,0,0,0,4,0,0,0,0,0,18,2323,24
0,0,0,0,0,0,204,0,0,2,2,0,0,0,0,0,0,2324,24
0,1,0,1,0,0,253,0,1,5,3,0,0,1,0,0,2,2325,24
0,1,0,0,0,0,233,0,0,0,3,0,0,0,0,0,0,2326,24
0,0,0,0,0,0,273,0,0,0,0,0,0,0,0,0,0,2327,24
0,0,0,0,0,0,264,0,0,0,0,0,0,0,0,0,0,2328,24
0,0,0,1,0,0,218,0,3,0,2,0,1,0,0,0,0,2329,24
0,0,0,0,0,0,162,0,0,1,1,1,0,1,0,1,0,2330,24
0,1,0,0,0,0,266,0,0,0,2,0,2,0,0,0,0,2331,24
0,0,0,0,0,0,220,0,0,0,3,0,0,0,0,0,0,2332,24
0,0,0,0,0,0,227,0,0,0,0,0,0,0,0,0,0,2333,24
0,0,0,0,0,0,236,0,0,1,2,0,0,0,0,0,0,2334,24
0,0,0,0,0,0,210,0,0,0,1,0,0,0,0,0,0,2335,24
0,1,0,1,0,0,250,0,1,5,3,0,0,1,0,0,2,2336,24
0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0,0,2337,24
0,0,1,0,0,0,172,0,0,1,1,0,0,0,0,0,0,2338,24
0,0,0,0,0,0,190,0,0,1,1,1,0,1,0,0,1,2339,24
0,1,0,0,0,0,257,0,0,0,2,0,1,0,0,0,0,2340,24
0,0,1,0,0,0,255,0,0,0,2,0,0,0,0,0,8,2341,24
0,0,1,0,0,0,232,0,0,1,4,1,0,1,0,0,11,2342,24
0,1,0,1,0,0,257,0,1,7,2,0,0,1,0,0,1,2343,24
0,0,0,0,0,0,265,0,0,0,1,0,0,0,0,0,0,2344,24
